"id","label","obsolete","ordering"
"001","Dieta completa nacional con pernocta:53.34","0","001"
"002","Dieta media nacional sin pernocta:26.67","0","002"
"003","Dieta completa extranjero con pernocta:91.35","0","003"
"004","Dieta media extranjero sin pernocta:48.08","0","004"
"209","Kilometraje:0.19","0","209"
